CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	0.1%RVIS	0.1%RVIS%	EdgeCase	OEratio%tile
TMEM234	TMEM234	TMEM234	TMEM234	TMEM234	0.547599505	81.2160887	N	96.70561311
EIF3I	EIF3I	EIF3I	EIF3I	EIF3I	-0.163345027	41.24793583	Y	0.656468321
LCK	LCK	LCK	LCK	LCK	0.439181676	77.69521113	N	23.1992291
HDAC1	HDAC1	HDAC1	HDAC1	HDAC1	-0.692458599	14.96815287	N	2.818597928
MARCKSL1	MARCKSL1	MARCKSL1	MARCKSL1	MARCKSL1	-0.273576253	33.97027601	Y	11.45507107
TSSK3	TSSK3	TSSK3	TSSK3	TSSK3	-0.26993514	34.59542345	N	77.79450735
BSDC1	BSDC1	BSDC1	BSDC1	BSDC1	-0.47017169	23.25430526	N	63.87617442
ZBTB8OS	ZBTB8OS	ZBTB8OS	ZBTB8OS	ZBTB8OS	0.125076652	62.7388535	Y	21.92242833
RBBP4	RBBP4	RBBP4	RBBP4	RBBP4	-0.229483771	36.86010852	Y	2.150084317
SYNC	SYNC	SYNC	SYNC	SYNC	1.482722235	95.30549658	N	42.46567092
YARS	YARS	YARS	YARS	YARS	-0.203796826	38.81811748	N	30.20958805
FNDC5	FNDC5	FNDC5	FNDC5	FNDC5	-0.251530012	35.42108988	Y	49.28932787
HPCA	HPCA	HPCA	HPCA	HPCA	-0.09720619	46.20193442	Y	5.878101662
TMEM54	TMEM54	TMEM54	TMEM54	TMEM54	0.062575634	58.74026893	N	91.71886292
RNF19B	RNF19B	RNF19B	RNF19B	RNF19B	-0.780646273	12.77423921	N	9.244760299
AK2	AK2	AK2	AK2	AK2	0.21689899	68.12927577	N	49.5603469
ADC	ADC	ADC	ADC	ADC	7.61128E-05	53.98089172	N	93.20645628
TRIM62	TRIM62	TRIM62	TRIM62	TRIM62	-0.312207497	32.05944798	N	39.6350277
ZNF362	ZNF362	ZNF362	ZNF362	ZNF362	0.038710339	56.92380278	Y	8.47386172
PHC2	PHC2	PHC2	PHC2	PHC2	-0.483123186	22.78249587	N	64.11105758
CSMD2	CSMD2	CSMD2	CSMD2	CSMD2	-1.92180778	1.92262326	N	35.14815707
C1orf94	C1orf94	C1orf94	C1orf94	C1orf94	1.089464986	91.87308327	N	62.25608287
GJB5	GJB5	GJB5	GJB5	GJB5	-0.047654689	50.22410946	N	81.40207179
GJB4	GJB4	GJB4	GJB4	GJB4	0.644875971	84.10002359	N	49.27125994
GJB3	GJB3	GJB3	GJB3	GJB3	0.198490371	67.30360934	N	83.1907974
ZMYM6	ZMYM6	ZMYM6	ZMYM6	ZMYM6	-0.326979057	30.90351498	N	73.47024813
ZMYM4	ZMYM4	ZMYM4	ZMYM4	ZMYM4	-1.017713296	8.103326256	N	29.80607083
KIAA0319L	KIAA0319L	KIAA0319L	KIAA0319L	KIAA0319L	-0.839512508	11.40009436	N	31.60684172
NCDN	NCDN	NCDN	NCDN	NCDN	-0.979072682	8.752064166	N	2.993254637
PSMB2	PSMB2	PSMB2	PSMB2	PSMB2	0.12689526	63.00424628	Y	35.09395326
C1orf216	C1orf216	C1orf216	C1orf216	C1orf216	0.505321956	80.00707714	N	45.91664659
CLSPN	CLSPN	CLSPN	CLSPN	CLSPN	0.744001103	86.37650389	N	90.58058299
EIF2C4	EIF2C4	AGO4	AGO4	AGO4	-0.890882376	10.30313753	N	62.00313178
EIF2C1	EIF2C1	AGO1	AGO1	AGO1	-0.80269335	12.23755603	N	3.866538184
EIF2C3	EIF2C3	AGO3	AGO3	AGO3	-1.001120478	8.321538099	N	15.6889906
TEKT2	TEKT2	TEKT2	TEKT2	TEKT2	-0.332434268	30.74427931	N	88.70754035
ADPRHL2	ADPRHL2	ADPRHL2	ADPRHL2	ADPRHL2	-0.580403979	18.58928993	N	70.57937846
TRAPPC3	TRAPPC3	TRAPPC3	TRAPPC3	TRAPPC3	-0.009020804	52.8544468	Y	55.77571669
THRAP3	THRAP3	THRAP3	THRAP3	THRAP3	-0.619039275	17.39797122	N	31.20934715
STK40	STK40	STK40	STK40	STK40	-0.955204708	9.170794999	N	30.63117321
LSM10	LSM10	LSM10	LSM10	LSM10	-0.031067188	51.03798066	Y	4.800048181
OSCP1	OSCP1	OSCP1	OSCP1	OSCP1	0.575097644	82.1656051	N	64.82775235
MRPS15	MRPS15	MRPS15	MRPS15	MRPS15	-0.093566408	46.7386176	N	81.1370754
CSF3R	CSF3R	CSF3R	CSF3R	CSF3R	1.785787059	96.86836518	N	28.48711154
GRIK3	GRIK3	GRIK3	GRIK3	GRIK3	-1.679229468	2.677518283	N	15.62876415
ZC3H12A	ZC3H12A	ZC3H12A	ZC3H12A	ZC3H12A	0.668743049	84.68388771	N	20.26017827
MEAF6	MEAF6	MEAF6	MEAF6	MEAF6	-0.09720619	46.20193442	Y	4.233919537
SNIP1	SNIP1	SNIP1	SNIP1	SNIP1	0.128714042	63.19886766	N	71.91640569
DNALI1	DNALI1	DNALI1	DNALI1	DNALI1	0.374860183	75.43052607	N	52.37894483
GNL2	GNL2	GNL2	GNL2	GNL2	-0.995664936	8.539749941	N	59.75668514
C1orf109	C1orf109	C1orf109	C1orf109	C1orf109	-0.029247611	51.40363293	Y	80.09515779
CDCA8	CDCA8	CDCA8	CDCA8	CDCA8	-0.183570861	39.95046001	Y	29.55311973
EPHA10	EPHA10	EPHA10	EPHA10	EPHA10	1.078370636	91.75513093	N	66.52011563
MANEAL	MANEAL	MANEAL	MANEAL	MANEAL	-0.227663163	37.11370606	Y	63.01493616
SF3A3	SF3A3	SF3A3	SF3A3	SF3A3	-0.427900189	25.14744043	Y	2.180197543
UTP11L	UTP11L	UTP11L	UTP11L	UTP11L	-0.029247611	51.40363293	Y	61.81040713
RRAGC	RRAGC	RRAGC	RRAGC	RRAGC	-0.229483771	36.86010852	Y	6.540592628
MYCBP	MYCBP	MYCBP	MYCBP	MYCBP	0.101211609	60.95777306	N	Unassessed
GJA9	GJA9	GJA9	GJA9	GJA9	0.951720429	90.06251474	N	58.65454107
NDUFS5	NDUFS5	NDUFS5	NDUFS5	NDUFS5	-0.141298762	42.87567823	Y	64.61093712
MACF1	MACF1	MACF1	MACF1	MACF1	-3.915490887	0.206416608	N	41.3153457
PABPC4	PABPC4	PABPC4	PABPC4	PABPC4	-0.912929826	9.902099552	N	5.227655987
HEYL	HEYL	HEYL	HEYL	HEYL	-0.137658575	43.57159707	N	89.06287642
NT5C1A	NT5C1A	NT5C1A	NT5C1A	NT5C1A	-0.22584292	37.32012267	N	59.10623946
HPCAL4	HPCAL4	HPCAL4	HPCAL4	HPCAL4	-0.207437529	38.2814343	Y	37.1536979
PPIE	PPIE	PPIE	PPIE	PPIE	-0.427900189	25.14744043	Y	9.563960491
MFSD2A	MFSD2A	MFSD2A	MFSD2A	MFSD2A	-0.492218069	22.35786742	N	25.57215129
PPT1	PPT1	PPT1	PPT1	PPT1	-0.159704656	41.90846898	N	73.24741026
RLF	RLF	RLF	RLF	RLF	0.077132183	59.19438547	N	44.67598169
ZMPSTE24	ZMPSTE24	ZMPSTE24	ZMPSTE24	ZMPSTE24	-0.648365105	16.35999056	N	33.08238979
COL9A2	COL9A2	COL9A2	COL9A2	COL9A2	1.690270544	96.40835103	N	26.91520116
SMAP2	SMAP2	SMAP2	SMAP2	SMAP2	-0.293801652	32.93819297	N	41.60443267
ZNF643	ZFP69B	ZFP69B	ZFP69B	ZFP69B	1.10969368	92.05590941	N	Unassessed
DEM1	EXO5	EXO5	EXO5	EXO5	0.463046108	78.58575136	N	Unassessed
ZNF684	ZNF684	ZNF684	ZNF684	ZNF684	0.262810045	70.43524416	N	40.46615273
NFYC	NFYC	NFYC	NFYC	NFYC	-0.427900189	25.14744043	Y	8.058299205
KCNQ4	KCNQ4	KCNQ4	KCNQ4	KCNQ4	-0.66859065	15.76433121	N	7.528306432
CTPS1	CTPS1	CTPS1	CTPS1	CTPS1	-0.736552314	13.93606983	N	19.42905324
SLFNL1	SLFNL1	SLFNL1	SLFNL1	SLFNL1	0.981046964	90.45765511	N	67.69453144
SCMH1	SCMH1	SCMH1	SCMH1	SCMH1	-0.731092527	14.13658882	N	23.76535775
EDN2	EDN2	EDN2	EDN2	EDN2	-0.095386216	46.48502005	Y	85.90701036
HIVEP3	HIVEP3	HIVEP3	HIVEP3	HIVEP3	-0.514887152	21.20783204	N	55.75162611
GUCA2B	GUCA2B	GUCA2B	GUCA2B	GUCA2B	0.237127192	68.98443029	Y	4.757889665
GUCA2A	GUCA2A	GUCA2A	GUCA2A	GUCA2A	0.193034296	66.82000472	Y	87.18381113
RIMKLA	RIMKLA	RIMKLA	RIMKLA	RIMKLA	-0.249709319	35.74545883	N	67.53794266
ZMYND12	ZMYND12	ZMYND12	ZMYND12	ZMYND12	0.306902668	72.38145789	N	66.78511202
PPIH	PPIH	PPIH	PPIH	PPIH	-0.09720619	46.20193442	Y	99.19296555
YBX1	YBX1	YBX1	YBX1	YBX1	0.281220278	71.07808445	Y	81.98626837
CLDN19	CLDN19	CLDN19	CLDN19	CLDN19	0.681699246	84.93158764	N	98.69910865
LEPRE1	LEPRE1	LEPRE1	LEPRE1	LEPRE1	0.360092658	74.68152866	N	64.79763912
C1orf50	C1orf50	C1orf50	C1orf50	C1orf50	0.569646743	81.88841708	N	99.84341123
CCDC23	CCDC23	CCDC23	CCDC23	CCDC23	0.145304857	63.81221986	N	Unassessed
ERMAP	ERMAP	ERMAP	ERMAP	ERMAP	0.666922772	84.64260439	N	69.86870634
ZNF691	ZNF691	ZNF691	ZNF691	ZNF691	-0.449946534	24.00330267	Y	56.6429776
SLC2A1	SLC2A1	SLC2A1	SLC2A1	SLC2A1	-1.045216355	7.661004954	N	4.788002891
EBNA1BP2	EBNA1BP2	EBNA1BP2	EBNA1BP2	EBNA1BP2	0.41713504	76.95800896	N	36.66586365
WDR65	WDR65	WDR65	WDR65	WDR65	0.404185162	76.48619958	N	82.14887979
TMEM125	TMEM125	TMEM125	TMEM125	TMEM125	0.551232944	81.48148148	N	59.29294146
C1orf210	C1orf210	C1orf210	C1orf210	C1orf210	0.547599505	81.2160887	N	75.59021922
TIE1	TIE1	TIE1	TIE1	TIE1	-1.965936983	1.828261382	N	75.27704168
MPL	MPL	MPL	MPL	MPL	-0.530852121	20.82448691	N	38.45458926
CDC20	CDC20	CDC20	CDC20	CDC20	-0.404032746	26.53338051	N	15.33967719
ELOVL1	ELOVL1	ELOVL1	ELOVL1	ELOVL1	0.03689118	56.64071715	Y	33.05227656
MED8	MED8	MED8	MED8	MED8	-0.205617011	38.57631517	Y	84.93134185
HYI	HYI	HYI	HYI	HYI	0.839664339	88.29912715	N	48.53649723
PTPRF	PTPRF	PTPRF	PTPRF	PTPRF	-3.924965486	0.20051899	N	20.98289569
KDM4A	KDM4A	KDM4A	KDM4A	KDM4A	-0.020150552	52.25288983	N	31.84774753
ST3GAL3	ST3GAL3	ST3GAL3	ST3GAL3	ST3GAL3	-0.358119787	29.16371786	N	31.56468321
IPO13	IPO13	IPO13	IPO13	IPO13	-1.219785504	5.602736494	N	12.966755
DPH2	DPH2	DPH2	DPH2	DPH2	-0.135838822	43.77211607	N	51.87906529
ATP6V0B	ATP6V0B	ATP6V0B	ATP6V0B	ATP6V0B	-0.053113545	49.38664779	Y	58.11852566
B4GALT2	B4GALT2	B4GALT2	B4GALT2	B4GALT2	-0.358119787	29.16371786	N	49.39773549
CCDC24	CCDC24	CCDC24	CCDC24	CCDC24	0.306902668	72.38145789	N	77.4150807
KLF17	KLF17	KLF17	KLF17	KLF17	0.066214104	58.95848077	N	78.0956396
DMAP1	DMAP1	DMAP1	DMAP1	DMAP1	-0.756778259	13.44656759	N	12.87641532
RNF220	RNF220	RNF220	RNF220	RNF220	-0.646543901	16.44255721	N	38.12334377
TMEM53	TMEM53	TMEM53	TMEM53	TMEM53	0.130533008	63.35810333	N	34.50975669
KIF2C	KIF2C	KIF2C	KIF2C	KIF2C	0.268267497	70.64166077	N	23.53649723
RPS8	RPS8	RPS8	RPS8	RPS8	-0.053113545	49.38664779	Y	3.252228379
BEST4	BEST4	BEST4	BEST4	BEST4	-0.60427181	17.74593064	N	27.71019032
PLK3	PLK3	PLK3	PLK3	PLK3	-1.109541557	6.782259967	N	20.16381595
PTCH2	PTCH2	PTCH2	PTCH2	PTCH2	-1.517642441	3.467799009	N	37.79812093
EIF2B3	EIF2B3	EIF2B3	EIF2B3	EIF2B3	-0.115612493	45.12856806	N	82.60660082
UROD	UROD	UROD	UROD	UROD	0.106667882	61.73036093	N	81.52854734
HPDL	HPDL	HPDL	HPDL	HPDL	-0.071520315	48.34866714	N	39.0207179
MUTYH	MUTYH	MUTYH	MUTYH	MUTYH	0.112125503	62.09601321	N	80.39629005
TOE1	TOE1	TOE1	TOE1	TOE1	-0.268115223	34.70747818	N	54.73982173
PRDX1	PRDX1	PRDX1	PRDX1	PRDX1	-0.251530012	35.42108988	Y	49.04842207
AKR1A1	AKR1A1	AKR1A1	AKR1A1	AKR1A1	0.308721233	72.59966973	N	40.67092267
NASP	NASP	NASP	NASP	NASP	-0.176292081	40.56381222	N	48.24741026
GPBP1L1	GPBP1L1	GPBP1L1	GPBP1L1	GPBP1L1	-0.977252525	8.799245105	N	76.69838593
PIK3R3	PIK3R3	PIK3R3	PIK3R3	PIK3R3	-0.093566408	46.7386176	N	97.35003614
TSPAN1	TSPAN1	TSPAN1	TSPAN1	TSPAN1	0.082802743	60.09082331	Y	77.18019754
POMGNT1	POMGNT1	POMGNT1	POMGNT1	POMGNT1	-0.286522835	33.47487615	N	37.7138039
RAD54L	RAD54L	RAD54L	RAD54L	RAD54L	-0.372889896	28.20240623	N	83.21488798
LRRC41	LRRC41	LRRC41	LRRC41	LRRC41	-0.44448505	24.46331682	N	29.54709709
NSUN4	NSUN4	NSUN4	NSUN4	NSUN4	0.352813824	74.49280491	N	69.2905324
FAAH	FAAH	FAAH	FAAH	FAAH	-0.468351206	23.42533616	N	49.75307155
DMBX1	DMBX1	DMBX1	DMBX1	DMBX1	-0.246069119	36.06982779	N	31.14309805
MKNK1	MKNK1	MKNK1	MKNK1	MKNK1	0.328949044	73.41354093	N	75.07227174
MOB3C	MOB3C	MOB3C	MOB3C	MOB3C	0.749657564	86.56522765	N	93.21247892
ATPAF1	ATPAF1	ATPAF1	ATPAF1	ATPAF1	-0.449946534	24.00330267	Y	18.5437244
CYP4B1	CYP4B1	CYP4B1	CYP4B1	CYP4B1	2.134974852	97.94762916	N	79.60732354
CYP4A11	CYP4A11	CYP4A11	CYP4A11	CYP4A11	0.225995239	68.51851852	N	65.49024331
CYP4X1	CYP4X1	CYP4X1	CYP4X1	CYP4X1	-0.556537043	19.72753008	N	61.1659841
CYP4Z1	CYP4Z1	CYP4Z1	CYP4Z1	CYP4Z1	0.308721233	72.59966973	N	96.75981691
PDZK1IP1	PDZK1IP1	PDZK1IP1	PDZK1IP1	PDZK1IP1	0.03689118	56.64071715	Y	55.43242592
STIL	STIL	STIL	STIL	STIL	0.694433477	85.28544468	N	69.65791376
CMPK1	CMPK1	CMPK1	CMPK1	CMPK1	0.369407109	74.95281906	Y	69.76632137
SPATA6	SPATA6	SPATA6	SPATA6	SPATA6	-0.310388054	32.14791224	N	80.16140689
BEND5	BEND5	BEND5	BEND5	BEND5	-0.271755481	34.31823543	N	11.76222597
ELAVL4	ELAVL4	ELAVL4	ELAVL4	ELAVL4	-0.095386216	46.48502005	Y	44.68200434
FAF1	FAF1	FAF1	FAF1	FAF1	-0.424258538	25.56027365	N	14.74343532
CDKN2C	CDKN2C	CDKN2C	CDKN2C	CDKN2C	0.058937498	58.26256192	Y	92.76078053
RNF11	RNF11	RNF11	RNF11	RNF11	0.057118534	57.99716914	Y	3.047458444
EPS15	EPS15	EPS15	EPS15	EPS15	0.470324112	78.82755367	N	44.86268369
OSBPL9	OSBPL9	OSBPL9	OSBPL9	OSBPL9	-0.201976964	38.98325077	N	65.32160925
NRD1	NRD1	NRD1	NRD1	NRD1	-1.03613328	7.843831092	N	35.99132739
RAB3B	RAB3B	RAB3B	RAB3B	RAB3B	-0.007201372	53.19061099	Y	21.74174898
TXNDC12	TXNDC12	TXNDC12	TXNDC12	TXNDC12	0.725794416	85.98136353	N	73.75331245
KTI12	KTI12	KTI12	KTI12	KTI12	0.707379532	85.62750649	N	63.72560829
ZFYVE9	ZFYVE9	ZFYVE9	ZFYVE9	ZFYVE9	0.141451114	63.65298419	N	65.37581306
ORC1	ORC1	ORC1	ORC1	ORC1	0.606246644	82.93229535	N	69.48927969
PRPF38A	PRPF38A	PRPF38A	PRPF38A	PRPF38A	-0.207437529	38.2814343	Y	2.089857866
GPX7	GPX7	GPX7	GPX7	GPX7	-0.05129383	49.75819769	Y	43.05589015
SELRC1	SELRC1	SELRC1	SELRC1	SELRC1	0.237127192	68.98443029	Y	92.58010118
ECHDC2	ECHDC2	ECHDC2	ECHDC2	ECHDC2	0.062575634	58.74026893	N	95.51312937
SCP2	SCP2	SCP2	SCP2	SCP2	-0.80269335	12.23755603	N	22.09106239
PODN	PODN	PODN	PODN	PODN	0.027580343	55.8091531	N	33.78703927
SLC1A7	SLC1A7	SLC1A7	SLC1A7	SLC1A7	-0.435396074	24.70511913	N	68.54974705
CPT2	CPT2	CPT2	CPT2	CPT2	0.514416907	80.31375324	N	60.37099494
C1orf123	C1orf123	C1orf123	C1orf123	C1orf123	0.215080721	67.91696155	Y	37.41869429
MAGOH	MAGOH	MAGOH	MAGOH	MAGOH	0.101211609	60.95777306	N	Unassessed
LRP8	LRP8	LRP8	LRP8	LRP8	-0.883608246	10.50365652	N	39.00264996
GLIS1	GLIS1	GLIS1	GLIS1	GLIS1	0.696256907	85.2913423	N	75.93351
TMEM48	TMEM48	NDC1	NDC1	NDC1	-0.089927255	46.99221515	N	89.56877861
YIPF1	YIPF1	YIPF1	YIPF1	YIPF1	-0.22584292	37.32012267	N	91.72488557
LRRC42	LRRC42	LRRC42	LRRC42	LRRC42	-0.111973265	45.35857514	N	73.40399904
TMEM59	TMEM59	TMEM59	TMEM59	TMEM59	-0.249709319	35.74545883	N	89.94218261
TCEANC2	TCEANC2	TCEANC2	TCEANC2	TCEANC2	0.082802743	60.09082331	Y	76.37316309
CDCP2	CDCP2	CDCP2	CDCP2	CDCP2	-0.132199953	43.97853267	N	84.90725126
MRPL37	MRPL37	MRPL37	MRPL37	MRPL37	0.020302773	55.60863411	N	43.57986027
SSBP3	SSBP3	SSBP3	SSBP3	SSBP3	-0.648365105	16.35999056	N	5.089135148
ACOT11	ACOT11	ACOT11	ACOT11	ACOT11	0.720128343	85.85751356	N	87.55119248
FAM151A	FAM151A	FAM151A	FAM151A	FAM151A	1.627768939	96.05449398	N	77.1741749
TTC4	TTC4	TTC4	TTC4	TTC4	0.440999548	77.79547063	N	53.39074922
PARS2	PARS2	PARS2	PARS2	PARS2	-0.268115223	34.70747818	N	76.15032522
C1orf177	C1orf177	C1orf177	C1orf177	C1orf177	1.798708763	96.91554612	N	78.99301373
DHCR24	DHCR24	DHCR24	DHCR24	DHCR24	-0.822919685	11.76574664	N	14.88195616
TMEM61	TMEM61	TMEM61	TMEM61	TMEM61	0.240763792	69.36777542	N	50.34329077
BSND	BSND	BSND	BSND	BSND	-0.358119787	29.16371786	N	35.66610455
PCSK9	PCSK9	PCSK9	PCSK9	PCSK9	0.942426495	89.89148384	N	64.24957841
PPAP2B	PPAP2B	PPAP2B	PPAP2B	PPAP2B	-0.405853867	26.23260203	Y	39.30980487
PRKAA2	PRKAA2	PRKAA2	PRKAA2	PRKAA2	-0.670411825	15.61689078	N	22.45844375
C8A	C8A	C8A	C8A	C8A	1.581840753	95.7891012	N	66.64056854
DAB1	DAB1	DAB1	DAB1	DAB1	-0.023789244	52.09365416	N	32.76318959
OMA1	OMA1	OMA1	OMA1	OMA1	1.243805243	93.41825902	N	73.09684413
TACSTD2	TACSTD2	TACSTD2	TACSTD2	TACSTD2	1.082196027	91.79641425	N	98.48831607
JUN	JUN	JUN	JUN	JUN	-0.185391282	39.67916962	Y	19.27246447
FGGY	FGGY	FGGY	FGGY	FGGY	0.338046437	73.70252418	N	80.48060708
HOOK1	HOOK1	HOOK1	HOOK1	HOOK1	-0.620857637	17.3566879	N	63.08118526
CYP2J2	CYP2J2	CYP2J2	CYP2J2	CYP2J2	-0.666770504	15.86459071	N	38.9544688
C1orf87	C1orf87	C1orf87	C1orf87	C1orf87	1.732552414	96.59707478	N	78.84847025
NFIA	NFIA	NFIA	NFIA	NFIA	-0.538132194	20.26421326	N	2.740303541
INADL	INADL	INADL	INADL	INADL	2.269245313	98.23661241	N	79.68561792
L1TD1	L1TD1	L1TD1	L1TD1	L1TD1	1.936492053	97.50530786	N	47.53071549
KANK4	KANK4	KANK4	KANK4	KANK4	0.946083628	89.89738146	N	73.03059504
USP1	USP1	USP1	USP1	USP1	-0.642904474	16.62538335	N	61.21416526
ANGPTL3	ANGPTL3	ANGPTL3	ANGPTL3	ANGPTL3	-0.113792788	45.25831564	N	80.85401108
ATG4C	ATG4C	ATG4C	ATG4C	ATG4C	-0.003562597	53.72729417	N	69.72416285
PGM1	PGM1	PGM1	PGM1	PGM1	-0.21856543	37.66218448	N	42.05010841
ROR1	ROR1	ROR1	ROR1	ROR1	-1.594640695	3.054965794	N	25.186702
UBE2U	UBE2U	UBE2U	UBE2U	UBE2U	0.393270925	76.04977589	N	38.80390267
CACHD1	CACHD1	CACHD1	CACHD1	CACHD1	-1.741783094	2.418023119	N	31.67309082
AK4	AK4	AK4	AK4	AK4	-0.075159878	47.78839349	Y	31.72127198
LEPROT	LEPROT	LEPROT	LEPROT	LEPROT	-0.009020804	52.8544468	Y	63.99662732
LEPR	LEPR	LEPR	LEPR	LEPR	-0.216746887	37.69757018	N	73.77740304
PDE4B	PDE4B	PDE4B	PDE4B	PDE4B	-0.686998355	15.26893135	N	21.01903156
TCTEX1D1	TCTEX1D1	TCTEX1D1	TCTEX1D1	TCTEX1D1	0.43736446	77.56546355	N	91.0623946
INSL5	INSL5	INSL5	INSL5	INSL5	0.325313577	73.11276244	Y	99.77113948
WDR78	WDR78	WDR78	WDR78	WDR78	1.137205722	92.32719981	N	51.3611178
SLC35D1	SLC35D1	SLC35D1	SLC35D1	SLC35D1	-0.271755481	34.31823543	N	58.1907974
IL23R	IL23R	IL23R	IL23R	IL23R	0.795569043	87.49115357	N	75.70464948
IL12RB2	IL12RB2	IL12RB2	IL12RB2	IL12RB2	0.960822749	90.18636471	N	54.18573838
SERBP1	SERBP1	SERBP1	SERBP1	SERBP1	-0.339715008	30.06605331	Y	8.305227656
GADD45A	GADD45A	GADD45A	GADD45A	GADD45A	-0.031067188	51.03798066	Y	8.88340159
DIRAS3	DIRAS3	DIRAS3	DIRAS3	DIRAS3	-0.05129383	49.75819769	Y	64.04480848
WLS	WLS	WLS	WLS	WLS	-0.600630256	18.06440198	N	36.37677668
RPE65	RPE65	RPE65	RPE65	RPE65	-0.378346116	28.01368247	N	36.79836184
DEPDC1	DEPDC1	DEPDC1	DEPDC1	DEPDC1	-0.134019284	43.90776126	N	94.62177788
LRRC7	LRRC7	LRRC7	LRRC7	LRRC7	-1.368693559	4.482189196	N	11.69597687
LRRC40	LRRC40	LRRC40	LRRC40	LRRC40	0.600782551	82.82613824	N	93.69429053
SRSF11	SRSF11	SRSF11	SRSF11	SRSF11	-0.405853867	26.23260203	Y	5.317995664
ANKRD13C	ANKRD13C	ANKRD13C	ANKRD13C	ANKRD13C	-0.404032746	26.53338051	N	25.25897374
HHLA3	HHLA3	HHLA3	HHLA3	HHLA3	0.325313577	73.11276244	Y	21.72970369
CTH	CTH	CTH	CTH	CTH	0.194852702	67.03231894	N	93.64008673
PTGER3	PTGER3	PTGER3	PTGER3	PTGER3	0.128714042	63.19886766	N	31.89592869
ZRANB2	ZRANB2	ZRANB2	ZRANB2	ZRANB2	-0.271755481	34.31823543	N	28.71597205
NEGR1	NEGR1	NEGR1	NEGR1	NEGR1	-0.26993514	34.59542345	N	44.77234401
FPGT	FPGT	FPGT	FPGT	FPGT	0.398725314	76.35645199	N	53.34256806
TNNI3K	TNNI3K	TNNI3K	TNNI3K	TNNI3K	-0.347208386	29.59424393	N	95.97687304
CRYZ	CRYZ	CRYZ	CRYZ	CRYZ	0.463046108	78.58575136	N	55.55287882
TYW3	TYW3	TYW3	TYW3	TYW3	0.305084559	72.22811984	N	71.94651891
SLC44A5	SLC44A5	SLC44A5	SLC44A5	SLC44A5	-0.290161348	33.33923095	N	29.57721031
ACADM	ACADM	ACADM	ACADM	ACADM	-0.247889024	35.98726115	N	53.55336064
RABGGTB	RABGGTB	RABGGTB	RABGGTB	RABGGTB	-0.251530012	35.42108988	Y	21.69356781
MSH4	MSH4	MSH4	MSH4	MSH4	0.202129237	67.42745931	N	76.08407613
ASB17	ASB17	ASB17	ASB17	ASB17	0.148941568	64.31941496	Y	57.13081185
ST6GALNAC3	ST6GALNAC3	ST6GALNAC3	ST6GALNAC3	ST6GALNAC3	-0.159704656	41.90846898	N	61.86461094
ST6GALNAC5	ST6GALNAC5	ST6GALNAC5	ST6GALNAC5	ST6GALNAC5	-0.471992905	23.03609342	Y	49.28330523
PIGK	PIGK	PIGK	PIGK	PIGK	-0.315847836	31.68789809	N	26.38520838
AK5	AK5	AK5	AK5	AK5	-0.800872469	12.33191791	N	20.62153698
ZZZ3	ZZZ3	ZZZ3	ZZZ3	ZZZ3	-0.754958418	13.57631517	N	52.46326186
USP33	USP33	USP33	USP33	USP33	-1.440283256	3.963198868	N	17.54396531
FAM73A	FAM73A	FAM73A	FAM73A	FAM73A	-0.732911333	14.07761264	N	72.31390026
FUBP1	FUBP1	FUBP1	FUBP1	FUBP1	-0.291981272	33.20358575	N	9.341122621
DNAJB4	DNAJB4	DNAJB4	DNAJB4	DNAJB4	-0.317668748	31.45789101	Y	44.51337027
GIPC2	GIPC2	GIPC2	GIPC2	GIPC2	-0.337894035	30.37272942	N	77.9209829
PTGFR	PTGFR	PTGFR	PTGFR	PTGFR	0.284856336	71.40835103	N	58.29318237
IFI44L	IFI44L	IFI44L	IFI44L	IFI44L	1.734373503	96.61476763	N	95.11563479
IFI44	IFI44	IFI44	IFI44	IFI44	-0.843147538	11.2762444	N	87.98482293
LPHN2	LPHN2	LPHN2	LPHN2	LPHN2	-0.189246284	39.30761972	N	46.10334859
TTLL7	TTLL7	TTLL7	TTLL7	TTLL7	-0.754958418	13.57631517	N	32.12478921
PRKACB	PRKACB	PRKACB	PRKACB	PRKACB	-0.427900189	25.14744043	Y	22.97639123
DNASE2B	DNASE2B	DNASE2B	DNASE2B	DNASE2B	0.883760026	89.07171503	N	90.30354132
RPF1	RPF1	RPF1	RPF1	RPF1	0.997633954	90.65227648	N	88.82197061
GNG5	GNG5	GNG5	GNG5	GNG5	0.145304857	63.81221986	N	Unassessed
CTBS	CTBS	CTBS	CTBS	CTBS	-0.047654689	50.22410946	N	78.26427367
SSX2IP	SSX2IP	SSX2IP	SSX2IP	SSX2IP	-0.690637458	15.12149092	N	56.37798121
LPAR3	LPAR3	LPAR3	LPAR3	LPAR3	-0.181750739	40.15687662	N	24.32546374
MCOLN3	MCOLN3	MCOLN3	MCOLN3	MCOLN3	-0.690637458	15.12149092	N	45.09154421
WDR63	WDR63	WDR63	WDR63	WDR63	-0.685180376	15.32200991	N	52.99325464
C1orf52	C1orf52	C1orf52	C1orf52	C1orf52	-0.141298762	42.87567823	Y	8.034208624
BCL10	BCL10	BCL10	BCL10	BCL10	0.281220278	71.07808445	Y	54.81811612
DDAH1	DDAH1	DDAH1	DDAH1	DDAH1	-0.095386216	46.48502005	Y	25.10238497
