GENE	ALL_0.1%	%ALL_0.1%	%OEratio	%ExAC_0.05%popn	OEratio-percentile[ExAC]	LoF-FDR[ExAC]	ExAC_v2_0.05%popn	%ExAC_v2_0.05%popn	Edge Case (ExAC_v2)	OEratio-percentile[ExAC_v2]
ADAM12	0.01	54.16	NA	20.03	37.8097	0.000556537	-0.2323	38.6804	N	44.1961
ADAM15	-0.57	19.01	NA	85.52	76.1062	0.39866	0.7310	79.7947	N	83.3439
ADAM17	0.6	82.78	NA	18.9	34.1538	7.42E-05	-0.8967	15.7869	N	15.5445
ADAM18	0.59	82.35	NA	90.89	82.3673	0.8452618	1.0245	86.7253	N	50.8192
ADAM19	0.92	89.57	NA	22.73	39.4358	0.1047476	-0.0809	45.6109	N	51.1550
ADAM2	0.87	88.87	NA	91.36	60.0000	0.443719	1.5034	93.7341	N	63.9611
ADAM20	-0.13	44.03	NA	43.56	65.7356	0.5572053	-0.1608	41.7791	N	72.3036
ADAM21	-0.11	45.57	NA	96.51	57.8982	0.225919	0.9622	85.4350	N	37.4341
ADAM22	-0.55	19.93	NA	32.2	35.5752	3.83E-05	-0.5395	26.0802	N	23.0707
ADAM23	-0.04	50.45	NA	9.87	44.6958	0.000805761	-0.9678	13.8416	N	68.8358
ADAM28	0.76	86.85	NA	92.51	70.4038	0.6707347	1.3919	92.5611	N	91.0265
ADAM29	0.11	62.14	NA	18.72	50.7799	0.3341449	-0.8034	18.0254	N	52.7644
ADAM30	-0.31	32.23	NA	8.36	39.6847	0.0229045	-1.1195	10.7820	N	38.1405
ADAM32	0.38	75.63	NA	90.46	66.0288	0.1470438	0.9100	84.2229	N	84.5771
ADAM33	0.8	87.69	NA	94.25	95.2544	0.9042206	1.1892	89.8045	N	89.0581
ADAM7	0.12	62.21	NA	97.16	82.2622	0.4046369	1.3607	92.2287	N	70.1847
ADAM8	NA	NA	NA	98.55	48.2743	0.2385472	1.9427	96.6667	N	80.2119
ADAM9	-0.2	38.98	NA	19.9	29.0874	0.000747091	-0.7757	18.7683	N	20.6218
ADAMDEC1	1.4	94.72	NA	79.51	73.3296	0.5660313	0.5541	73.7243	N	56.3886
ADAMTS1	0.07	59.17	NA	30.16	79.4635	0.00507676	0.2990	63.4018	N	70.6305
ADAMTS10	-1.32	4.78	NA	27.48	19.5133	0.003871061	-0.1725	41.2512	N	37.5268
ADAMTS12	0.87	88.75	NA	33.32	55.5531	0.02838014	-0.9916	13.3920	N	48.3298
ADAMTS13	0.62	83.42	NA	95.23	59.9392	0.4302379	1.9403	96.6471	N	53.1639
ADAMTS14	-0.55	19.87	NA	86.34	56.0288	0.001914495	1.9045	96.4418	N	49.6613
ADAMTS15	0.68	84.75	NA	73.97	35.3429	0.002734002	0.0621	52.4927	N	57.0370
ADAMTS16	0.68	84.77	NA	97.06	52.2235	0.000316893	0.9631	85.4448	N	44.9661
ADAMTS17	-2.27	1.26	NA	29.61	49.6681	0.1126555	0.8106	81.9746	N	75.9741
ADAMTS18	-0.09	47	NA	93.74	51.6427	0.000222806	1.0671	87.4878	N	62.1664
ADAMTS19	-0.55	19.93	NA	48.04	58.3628	0.000525233	NA	NA	NA	NA
ADAMTS2	-1.8	2.22	NA	12.98	52.2013	0.000163647	-0.1208	43.7146	N	44.7925
ADAMTS20	-0.75	13.58	NA	12.01	87.2013	0.01884028	-0.2427	38.2014	N	80.4493
ADAMTS3	-0.65	16.14	NA	3.75	52.8485	0.001046167	-1.7223	4.5064	N	49.8003
ADAMTS4	0.09	60.71	NA	93.41	51.5653	0.04745098	1.1455	88.9932	N	37.2547
ADAMTS5	0.25	69.62	NA	48.02	47.6327	0.03758378	0.0241	50.5963	N	48.8450
ADAMTS6	-0.57	18.9	NA	32.36	20.7135	5.99E-06	-0.3247	34.6628	N	14.4735
ADAMTS7	2.52	98.68	NA	99.75	59.8894	0.009433067	5.5860	99.8045	N	47.8261
ADAMTS8	0.67	84.74	NA	28.25	93.2854	0.8706789	0.0602	52.3754	N	69.2584
ADAMTS9	-2.39	1.08	NA	2.52	40.2544	3.26E-07	-0.9318	14.7507	N	28.4722
ADAMTSL1	-0.86	10.9	NA	98.12	48.1858	6.08E-07	2.2972	98.0059	N	57.1875
ADAMTSL2	NA	NA	NA	NA	30.8131	0.4327665	NA	NA	NA	NA
ADAMTSL3	0.33	73.63	NA	76.08	56.8695	8.51E-05	0.8488	82.9521	N	49.8408
ADAMTSL4	0	53.51	NA	97.69	66.6095	0.3663363	2.4778	98.4164	N	52.5850
ADAMTSL5	0.44	77.85	NA	76.18	92.8706	0.9113271	0.3380	65.1222	N	85.7986
ADAP1	-0.93	9.55	NA	18.78	5.8407	0.01094975	-0.5822	24.6237	N	5.4362
ADAP2	-0.45	24	Y	36.15	47.6770	0.6509019	-0.2560	37.6540	N	74.8683
ADAR	-0.64	16.71	NA	1.72	12.0409	0.00021746	-2.3005	2.1994	N	12.6672
ADARB1	-0.8	12.33	NA	5.02	7.3894	0.05768697	-1.5831	5.4643	N	8.5046
ADARB2	-0.51	21.8	NA	76.34	22.7046	0.04508151	0.3472	65.4448	N	41.2146
ADAT1	0.8	87.66	NA	64.36	80.7633	0.2851755	0.1134	54.9853	N	83.3266
ADAT2	0.19	66.82	Y	38.11	52.4447	0.9904555	-0.1955	40.2444	Y	77.4156
ADAT3	NA	NA	NA	NA	96.5653	0.9655333	NA	NA	NA	NA
ADCK1	-1.15	6.27	NA	33.24	79.2865	0.665232	-0.0205	48.4457	N	86.0476
ADCK2	0.69	85.26	NA	85.6	43.4845	0.4886829	0.6720	77.7908	N	70.0573
ADCK5	0	53.73	NA	72.92	17.2069	0.01899828	0.4278	68.8368	N	23.8523
ADCY1	-1.39	4.25	NA	1.5	6.9690	0.000665984	-1.7508	4.3402	N	7.4741
ADCY10	0.64	83.79	NA	76.34	67.9701	0.4495107	-0.0225	48.3382	N	48.0692
ADCY2	0.12	62.17	NA	4.14	7.0243	8.27E-06	-1.6025	5.3177	N	8.7999
ADCY3	-2.17	1.42	NA	3.81	17.4447	0.02269717	-1.8177	3.9198	N	16.5634
ADCY4	-2.32	1.19	NA	16.11	51.9192	0.7589388	0.4724	70.6843	N	95.6348
ADCY5	-2.39	1.1	NA	1.55	13.2246	0.01000409	-1.5633	5.6012	N	14.1666
ADCY6	-1.19	5.9	NA	4.22	29.4192	0.009679423	-1.0578	11.9746	N	22.9317
ADCY7	-3.02	0.51	NA	25.56	24.5133	0.0142172	-0.4311	30.3030	N	25.1549
ADCY8	-1.28	5.17	NA	2.68	57.4834	0.02231291	-2.3602	2.0919	N	36.2994
ADCY9	-1.78	2.28	NA	2.01	28.6449	0.000145223	-2.1453	2.6100	N	32.6290
ADCYAP1	-0.19	39.68	Y	51.18	92.0575	0.7178291	0.1437	56.4614	Y	90.0191
ADCYAP1R1	-0.16	41.91	NA	20.25	25.4867	0.1248627	-0.8119	17.8397	N	23.1344
ADD1	-0.93	9.68	NA	38.85	80.9956	0.004416151	-0.2019	40.0000	N	89.8396
ADD2	-0.26	34.95	NA	15.57	28.2577	1.99E-05	-0.5452	25.8847	N	29.6127
ADD3	0.16	64.82	NA	44.96	48.3352	1.51E-05	-0.2471	38.0156	N	38.0536
ADGRA1	-0.14	43.77	NA	28.43	33.3241	0.09675031	-0.4157	30.8700	N	37.2952
ADGRA2	-0.14	42.35	NA	21.79	50.9845	0.2314258	0.4427	69.4624	N	34.7652
ADGRA3	-0.07	47.8	NA	89.46	61.6206	9.65E-06	0.8604	83.2160	N	61.4717
ADGRB1	NA	NA	NA	3.73	7.1128	0.000207263	-1.3359	7.8299	N	8.9272
ADGRB2	-1.52	3.47	NA	5.68	9.7566	0.000113469	-0.9966	13.2942	N	12.2793
ADGRB3	-1.74	2.39	NA	1.57	23.6670	8.68E-15	-2.5893	1.5836	N	26.5154
ADGRD1	-0.23	36.34	NA	25.47	67.2345	0.000518936	-0.3524	33.5386	N	59.9838
ADGRE1	2.74	98.97	NA	98.92	71.0288	0.5646621	2.2068	97.7615	N	67.8400
ADGRE2	2.36	98.44	NA	99.18	86.5874	0.9646018	2.6389	98.6608	N	95.3338
ADGRE3	1.22	93.24	NA	94.28	91.4270	0.9903459	1.1249	88.6022	N	74.9436
ADGRE5	-1.1	6.93	NA	87.42	76.7588	0.009056944	1.5487	94.1251	N	53.3955
ADGRF1	0.7	85.3	NA	85.4	54.3363	0.3506871	1.3901	92.5318	N	44.6593
ADGRF3	3.57	99.52	NA	99.3	57.9425	0.3541242	2.5088	98.4457	N	63.1911
ADGRF4	1.87	97.22	NA	90.41	70.3706	0.1870497	1.4920	93.6070	N	59.4801
ADGRF5	-0.74	13.8	NA	30.35	31.0288	2.33E-06	-0.0416	47.4585	N	42.3378
ADGRG1	-0.51	21.77	NA	13.87	58.4679	0.09060583	-0.7548	19.4037	N	77.3346
ADGRG2	0.51	80.24	NA	76.63	35.6305	0.004052638	0.7456	84.6395	N	28.5474
ADGRG3	-0.11	45.57	NA	54.41	60.3263	0.71616	0.6491	77.0088	N	82.1398
ADGRG4	0.08	59.21	NA	98.96	64.4027	0.3419913	2.6901	98.9028	N	53.4013
ADGRG5	0.18	66.24	NA	97.85	63.8440	0.1151555	1.5512	94.1447	N	54.7618
ADGRG6	-0.17	40.68	NA	88.3	52.4668	1.52E-05	0.4454	69.6188	N	54.7907
ADGRG7	0.81	87.73	NA	51.05	60.1825	0.4328812	-0.0539	46.8524	N	45.8924
ADGRL1	-2.63	0.8	NA	0.99	11.2002	3.45E-10	-2.1890	2.4731	N	10.0909
ADGRL2	-0.19	39.31	NA	10.64	25.8628	4.02E-15	-1.4206	6.7937	N	35.6568
ADGRL3	-0.37	28.26	NA	7.69	16.5431	2.73E-10	-1.0476	12.1505	N	16.1929
ADGRL4	1	90.69	NA	56.93	69.2920	0.2600503	-0.3483	33.6559	N	58.6233
ADGRV1	8.12	99.95	NA	98.07	69.9613	4.46E-13	1.1375	88.8465	N	57.3901
ADH1A	-0.45	24	Y	69.32	83.2080	0.9518219	-0.1023	44.6041	N	74.4572
ADH1B	0.55	81.55	NA	91.34	87.3783	0.2158416	0.5415	73.2258	N	62.3401
ADH1C	NA	NA	NA	NA	NA	NA	0.2297	60.3715	N	NA
ADH4	0.17	65.96	NA	81.22	90.5808	0.6855916	0.3665	66.3050	N	84.0329
ADH5	0.19	66.82	Y	30.43	86.2002	0.9144975	-0.4936	27.8104	N	89.3244
ADH6	-0.32	31.69	NA	61	56.6759	0.4019957	0.1258	55.6109	N	70.3005
ADH7	0.22	68.38	NA	65.1	91.5100	0.881002	-0.1152	43.9687	N	87.6628
ADHFE1	-0.45	24.33	NA	24.16	84.9447	0.1941194	-0.1639	41.6325	N	94.5522
ADI1	-0.21	38.58	Y	82.89	95.0885	0.739649	0.7704	80.8700	N	87.1765
ADIG	0.08	59.76	Y	82.57	NA	NA	0.3961	67.5562	Y	NA
ADIPOQ	0.13	63.2	NA	76.89	93.8440	0.9786458	0.1133	54.9756	N	74.6078
ADIPOR1	-0.3	32.62	Y	17.64	4.6681	0.2495705	-0.8568	16.7449	N	8.9678
ADIPOR2	0.28	71.08	Y	27.19	5.6471	0.07214866	-0.3838	32.1603	N	5.2278
ADIRF	-0.05	49.39	Y	59.7	98.9546	0.8622255	0.1155	55.0929	Y	89.3186
ADK	-0.34	30.07	Y	22.53	32.2677	0.1054066	-0.5420	26.0020	N	23.6207
ADM	0.24	68.98	Y	54.02	78.1139	0.2536712	-0.1971	40.1760	N	94.2801
ADM2	NA	NA	NA	79.47	50.8573	0.5135259	0.6410	76.8035	Y	99.8147
ADM5	0.3	71.81	NA	NA	27.1515	0.8382048	NA	NA	NA	NA
ADNP	-1.41	4.13	NA	3.7	11.0122	4.35E-08	-1.7200	4.5259	N	7.0515
ADNP2	-1.5	3.6	NA	7.6	28.5785	0.001077836	-0.7889	18.4164	N	35.7321
ADO	0.08	59.76	Y	56.62	29.8119	0.170783	0.2235	60.1075	Y	9.8246
ADORA1	-0.2	38.82	NA	21.89	11.7201	0.790759	-0.1674	41.4761	N	10.9304
ADORA2A	-0.11	45.26	NA	24.65	39.8562	0.2158247	-0.3986	31.5836	N	30.7474
ADORA2B	0.64	83.9	NA	19.92	95.1383	0.9024749	-0.2773	36.6862	N	95.0443
ADORA3	-0.09	47.12	NA	70.1	85.4646	0.2408803	0.2669	62.0039	N	32.2758
ADPGK	0.13	63.2	NA	19.76	42.5996	0.2736122	-0.2518	37.8592	N	88.2823
ADPRH	-0.45	24.19	NA	47.32	95.1217	0.7384325	-0.1449	42.4927	N	62.6816
ADPRHL1	0.27	70.58	NA	80.45	93.6228	0.7976182	1.0374	86.9795	N	72.1704
ADPRHL2	-0.58	18.59	NA	22.32	52.6162	0.8706789	-0.6819	21.4956	N	33.6479
ADPRM	0.08	60.31	NA	57.13	34.9779	0.3584432	0.0235	50.5572	N	89.6254
ADRA1A	0.16	64.82	NA	28.72	54.6294	0.9655333	-0.3224	34.7605	N	84.7971
ADRA1B	-0.6	17.75	NA	31.87	36.4049	0.6163914	-0.6305	22.9814	N	43.5998
ADRA1D	NA	NA	NA	40.44	NA	NA	-0.1605	41.7889	N	NA
ADRA2A	NA	NA	NA	62.82	NA	NA	-0.0050	49.2278	N	NA
ADRA2B	-0.25	35.99	NA	69.43	63.6062	0.6990704	NA	NA	NA	NA
ADRA2C	NA	NA	NA	34.15	6.5376	0.4114374	-0.6047	23.8710	N	6.4262
ADRB1	NA	NA	NA	34.11	NA	NA	-0.4921	27.8690	N	NA
ADRB2	0.42	77.06	NA	29.56	29.5631	0.2228455	-0.1620	41.7204	N	26.1912
ADRB3	0.08	60.09	Y	NA	44.7345	0.6457696	NA	NA	NA	NA
ADRM1	0.06	58.85	NA	27.05	13.3794	0.003871981	-0.2875	36.2659	N	20.2570
ADSL	-0.6	18.06	NA	30.76	60.8573	0.2421974	-0.4259	30.4790	N	50.6976
ADSS	0.01	54.95	Y	22.53	32.7378	0.09481053	-0.7188	20.4497	N	16.4013
ADSSL1	-0.02	52.25	NA	16.47	95.1715	0.1753274	0.1951	58.8368	N	96.5264
ADTRP	0.44	77.7	NA	41.21	53.3684	0.5290577	-0.1259	43.4311	N	82.4003
AEBP1	0.12	62.21	NA	22.93	60.1493	0.008687492	0.0287	50.8700	N	65.0495
AEBP2	-0.01	52.85	Y	27.47	7.2013	0.1379528	-0.2237	39.0616	Y	3.7284
AEN	0.78	87.18	NA	88.76	52.5553	0.8955075	1.0047	86.4809	N	45.3193
AES	-0.27	33.97	Y	66.95	1.0896	0.2518878	0.3973	67.6149	Y	66.7516
AF196779.12	NA	NA	NA	NA	38.0476	0.1094778	NA	NA	NA	NA
AFAP1	-1.96	1.84	NA	16.18	51.2445	0.000472822	-0.7768	18.7390	N	53.6155
AFAP1L1	-0.12	44.1	NA	67.13	74.3252	0.09182089	0.8481	82.9130	N	54.7560
AFAP1L2	0.79	87.3	NA	81.27	63.8772	0.001073495	0.7481	80.2444	N	41.9557
AFDN	-2.36	1.14	NA	2.63	26.1615	4.32E-11	-1.6511	4.9853	N	24.8654
AFF1	-1.18	5.91	NA	18.4	47.6881	6.49E-07	-0.2523	37.8299	N	43.1135
AFF2	-1.08	7.2	NA	4.88	22.7212	5.95E-06	-1.3291	7.0533	N	20.2165
AFF3	-1.46	3.89	NA	3.33	54.8009	5.70E-06	-1.8447	3.7732	N	38.5862
AFF4	-0.55	19.8	NA	5.24	24.1704	2.97E-09	-1.5359	5.7478	N	20.6102
AFG3L2	-0.6	17.91	NA	5.3	16.2887	0.03575994	-1.5478	5.6794	N	23.7249
AFM	0.49	79.46	NA	92.04	91.7367	0.5598867	1.0024	86.4223	N	73.1952
AFMID	0.62	83.36	NA	41.7	43.5730	0.1865863	0.2726	62.2385	N	88.3691
AFP	0.29	71.57	NA	55.01	63.6836	0.02878881	-0.0403	47.5171	N	59.8217
AFTPH	0.18	66.24	NA	59.75	53.4071	1.77E-06	-0.1323	43.1476	N	50.0782
AGA	0.75	86.71	NA	75.34	88.0586	0.4269914	0.4605	70.2639	N	86.0823
AGAP1	-2.39	1.1	NA	9.78	25.5310	2.42E-06	-1.1373	10.5963	N	22.6596
AGAP2	-0.18	40.56	NA	16.19	13.3296	0.00936838	-0.7559	19.3744	N	47.8608
AGAP2-AS1	NA	NA	NA	NA	46.9469	0.7571095	NA	NA	NA	NA
AGAP3	-1	8.54	NA	6.29	12.2511	0.002070546	-1.2735	8.6413	N	9.2399
AGAP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGAP5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGAP6	NA	NA	NA	93.17	NA	NA	1.7292	95.4350	N	NA
AGAP7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGAP8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGAP9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGBL1	NA	NA	NA	98.17	70.6305	0.1742898	NA	NA	NA	NA
AGBL2	0.36	74.68	NA	19.97	42.7544	0.1392671	0.3237	64.4673	N	44.1846
AGBL3	1.75	96.67	NA	NA	NA	NA	NA	NA	NA	NA
AGBL4	0.62	83.25	NA	NA	69.2644	0.8363384	NA	NA	NA	NA
AGBL5	-0.99	8.6	NA	11.12	22.4613	0.001681385	-1.1016	11.1437	N	20.6739
AGER	0.6	82.74	NA	75.27	92.8982	0.8315787	0.2863	62.8348	N	96.1559
AGFG1	-0.36	28.93	NA	17.94	22.9535	0.001198563	-0.3232	34.7214	N	22.3239
AGFG2	0.95	90.06	NA	67.34	45.7854	0.5590323	0.2681	62.0430	N	75.9567
AGGF1	-0.09	47.06	NA	37.05	66.0841	0.05087567	-0.5251	26.6080	N	51.8092
AGK	0.4	76.15	NA	72.92	44.9723	0.2596618	0.3707	66.5200	N	75.6035
AGL	1.86	97.16	NA	41.02	65.5697	0.000520365	-0.1507	42.2287	N	55.8791
AGMAT	0.11	61.91	NA	56.5	81.2334	0.8095545	0.2870	62.8641	N	83.8939
AGMO	0.4	76.45	NA	94.52	67.4613	0.01410714	1.2546	90.7722	N	59.9896
AGO1	-0.8	12.24	NA	2.93	1.1117	2.90E-06	-1.5843	5.4350	N	0.9610
AGO2	-1.42	4.1	NA	2.86	0.5033	0.00018674	-1.3679	7.4389	N	1.2216
AGO3	-1	8.32	NA	10.16	4.2920	8.76E-06	-0.9245	14.9560	N	2.2752
AGO4	-0.89	10.3	NA	4.21	15.8131	0.002147406	-1.7113	4.6139	N	8.3251
AGPAT1	0.15	64.11	Y	43.96	7.5000	0.03697478	-0.2397	38.3773	Y	6.1541
AGPAT2	0.2	67.3	NA	90.66	75.6029	0.7266094	1.0476	87.1750	N	89.6138
AGPAT3	-0.49	22.36	NA	20.3	6.7810	0.004134373	-0.4225	30.5963	N	7.9778
AGPAT4	-0.51	21.41	NA	29.58	10.3927	0.06454407	-0.4609	29.0420	N	30.5679
AGPAT5	-0.51	21.56	NA	36.96	45.8131	0.03493471	-0.4487	29.5112	N	97.7364
AGPS	-0.38	27.42	Y	12.43	6.4602	0.009032866	-1.1135	10.9384	N	5.6446
AGR2	-0.14	42.88	Y	47.05	98.2356	0.2456479	-0.0914	45.1320	Y	63.0232
AGR3	-0.19	39.68	Y	54.56	97.4945	0.9987461	-0.0617	46.4907	N	86.1981
AGRN	-0.22	37.33	NA	85.02	36.9082	4.90E-06	2.5964	98.6217	N	34.9794
AGRP	-0.01	53.19	Y	53.54	16.8418	0.554289	0.0269	50.7625	Y	24.4717
AGT	0.49	79.61	NA	90.89	66.4546	0.9243059	1.1736	89.4819	N	53.9165
AGTPBP1	-1.08	7.2	NA	7.22	26.3219	4.76E-05	-1.4591	6.3050	N	31.8300
AGTR1	0.11	61.73	NA	45.32	51.3993	0.4065104	0.0817	53.4800	N	32.6463
AGTR2	0.31	72.23	NA	81.66	54.8341	0.6474439	0.1687	60.8150	N	51.3808
AGTRAP	-0.12	45.13	NA	82.78	21.9635	0.446464	0.4882	71.2903	N	99.8437
AGXT	0.64	84.1	NA	83.94	87.8816	0.1737303	1.1442	88.9736	N	63.1969
AGXT2	0.89	89.27	NA	74.66	47.4226	0.8199521	0.5381	73.1183	N	51.8787
AHCTF1	0.54	81.02	NA	69.22	55.0719	4.83E-18	-0.4362	30.0293	N	53.0771
AHCY	-0.07	48.69	NA	30.09	17.1903	0.01429487	-0.2848	36.3636	N	16.6734
AHCYL1	-0.43	25.15	Y	17.88	1.5985	0.001144849	-0.5792	24.7214	N	2.3736
AHCYL2	-0.43	25.15	Y	19.31	10.9181	0.09168701	-0.9028	15.5523	N	12.6556
AHDC1	-1.1	6.98	NA	1.59	18.9049	3.46E-06	-2.1354	2.6588	N	16.2218
AHI1	0.46	78.07	NA	79.78	44.7677	0.03004926	0.3496	65.5718	N	44.7056
AHNAK	-2.83	0.61	NA	97.22	90.1438	1.33E-10	2.5808	98.6022	N	86.9623
AHNAK2	27.6	99.99	NA	100	NA	NA	39.4365	100.0000	N	NA
AHR	-0.31	32.23	NA	35.09	30.2102	5.33E-10	-0.2091	39.6970	N	31.3727
AHRR	1	90.79	NA	41.76	33.6947	0.2716579	-0.0566	46.7253	N	59.6943
AHSA1	-0.32	31.69	NA	40.79	13.8606	0.04712412	-0.3267	34.5455	N	14.9019
AHSA2	-0.34	30.07	Y	80.12	92.9148	0.8052466	0.5924	74.9951	N	93.2901
AHSG	0.69	85.18	NA	74.97	99.0819	0.9720143	0.3806	66.9404	N	96.2195
AHSP	0.41	76.67	Y	70.48	86.7035	0.7169386	0.2691	62.1017	Y	90.3317
AICDA	0.04	56.92	Y	41.55	6.6759	0.7585418	-0.2982	35.8456	N	7.7809
AIDA	-0.12	44.54	Y	48.86	86.6980	0.4446822	-0.3822	32.2190	N	87.4718
AIF1	0.15	64.11	Y	83.49	97.9148	0.6187493	0.3631	66.1681	Y	96.8679
AIF1L	0.55	81.22	NA	67.64	65.8573	0.6418969	0.3190	64.2717	Y	96.9143
AIFM1	-0.27	34.6	NA	32.54	12.8872	0.006003714	-0.0771	46.2382	N	8.4409
AIFM2	-0.4	26.93	NA	85.48	95.2489	0.9098465	0.8849	83.7243	N	77.0683
AIFM3	-0.19	39.24	NA	89.75	54.5796	0.8659882	0.7104	79.1300	N	81.0166
AIG1	-0.34	30.07	Y	36.24	97.2345	0.8968329	-0.5290	26.4614	N	92.9601
AIM1	2.11	97.91	NA	97.81	80.6692	0.3213788	2.8899	98.9443	N	81.6187
AIM1L	NA	NA	NA	NA	43.2467	0.5667224	NA	NA	NA	NA
AIM2	0.04	56.92	Y	38.77	38.8606	0.9615206	-0.0521	46.9404	N	52.8165
AIMP1	0.08	60.31	NA	45.64	95.5863	0.4861552	-0.1860	40.6158	N	91.8775
AIMP2	-0.36	29.31	NA	62.32	82.3341	0.5330495	0.2494	61.2805	N	85.6944
AIP	-0.14	43.77	NA	73.5	32.3507	0.03734259	0.2939	63.1867	N	30.3537
AIPL1	1.64	96.17	NA	77.13	90.0277	0.5378023	0.9902	86.0899	N	89.4170
AIRE	-0.57	19.01	NA	96.15	52.5664	0.5050749	1.4615	93.4018	N	96.4858
AJAP1	0.42	77.06	NA	77.52	56.2832	0.004206874	0.5890	74.8680	N	39.9815
AJUBA	NA	NA	NA	64.81	55.1383	0.1730105	0.1901	58.6510	N	37.2257
AK1	-0.14	43.57	NA	56.86	34.0929	0.1533288	0.1307	55.8260	Y	25.1607
AK2	0.22	68.13	NA	93.11	45.8241	0.438909	0.8556	83.0890	N	52.9728
AK3	0.06	58.74	NA	29.41	96.2887	0.5840424	-0.1959	40.2346	N	85.7292
AK4	-0.08	47.79	Y	48.21	47.1571	0.6759819	-0.1940	40.3030	Y	34.7710
AK5	-0.8	12.33	NA	11.2	8.4679	0.01933275	-1.0899	11.3783	N	13.3098
AK6	NA	NA	NA	51.47	NA	NA	0.1821	58.3089	Y	NA
AK7	-0.24	36.28	NA	49.94	54.8119	0.1023265	-0.1505	42.2483	N	59.4222
AK8	0.07	59.04	NA	61.2	72.1128	0.8026971	0.3749	66.7058	N	59.9722
AK9	1.72	96.5	NA	75.04	71.0122	0.2812227	0.4017	67.7322	N	40.5199
AKAIN1	0.12	62.38	NA	NA	NA	NA	NA	NA	NA	NA
AKAP1	0.19	66.27	NA	60.36	45.3208	0.001302247	0.7435	80.1271	N	51.6297
AKAP10	7.61E-05	53.98	NA	42.01	27.1626	0.000342052	-0.3863	32.0430	N	69.9647
AKAP11	1.45	95.1	NA	73.11	69.7511	1.02E-08	-0.2028	39.9511	N	57.5696
AKAP12	0.91	89.55	NA	92.65	71.9690	0.000130186	0.6309	76.4125	N	86.8986
AKAP13	1.99	97.64	NA	93.95	53.8827	6.03E-16	0.7541	80.4203	N	50.1361
AKAP14	0.08	59.76	Y	59.91	17.3728	0.1728386	-0.2131	38.5580	Y	60.6611
AKAP17A	-0.63	16.78	NA	96.6	21.6150	0.006942131	2.4574	98.2759	N	18.0166
AKAP2	1.46	95.16	NA	84.95	73.7389	0.000145915	0.7390	80.0000	N	72.4020
AKAP3	1.21	93.03	NA	87.83	88.6615	0.05257375	0.9945	86.1681	N	70.6478
AKAP4	0.67	84.61	NA	79.88	55.9790	0.00024357	0.3103	68.4953	N	42.6620
AKAP5	0.73	86.08	NA	65.98	40.6195	0.02077206	0.1616	57.3412	N	34.4874
AKAP6	0.3	71.65	NA	4.88	53.5343	2.41E-15	-0.9455	14.3891	N	53.2218
AKAP7	1.64	96.13	NA	90.16	90.9237	0.302425	0.9164	84.3695	N	89.1739
AKAP8	0.5	79.66	NA	82.93	60.1438	0.000176974	1.4946	93.6364	N	82.8924
AKAP8L	-0.34	30.56	NA	34.38	46.3717	0.0349911	-0.6286	23.0499	N	70.4915
AKAP9	0.22	68.45	NA	64.85	66.0951	1.63E-21	-0.7706	18.9052	N	54.2581
AKIP1	1.06	91.47	NA	72.44	83.4292	0.9053374	0.4426	69.4526	N	74.3878
AKIRIN1	NA	NA	NA	41.12	49.3142	0.3510696	-0.0898	45.1808	Y	28.0496
AKIRIN2	NA	NA	NA	54.14	20.3706	0.0369621	0.0855	53.6755	Y	16.8645
AKNA	0.38	75.52	NA	96.21	80.5199	3.25E-05	0.9681	85.5718	N	58.4091
AKNAD1	0.83	88.11	NA	96.08	92.3230	0.7430226	1.0360	86.9501	N	86.1402
AKR1A1	0.31	72.6	NA	59.92	92.2788	0.4757782	0.1699	57.7126	N	67.2147
AKR1B1	-0.18	40.16	NA	25.03	43.9049	0.7985814	-0.0065	49.1398	N	61.0259
AKR1B10	0.37	75.43	NA	80.7	60.4812	0.7318286	0.7883	81.3685	N	41.0467
AKR1B15	0.02	55.69	NA	87.2	91.8529	1	1.1458	89.0029	N	86.2734
AKR1C1	-0.09	46.92	NA	93.63	62.0852	0.7222764	1.2640	90.9189	N	56.3596
AKR1C2	-0.09	46.74	NA	86.78	15.5476	0.3254384	0.5148	72.2776	N	25.7049
AKR1C3	0.78	87.14	NA	94.88	77.2677	0.5704622	1.6044	94.5846	N	69.9357
AKR1C4	0	53.85	NA	88.13	71.5487	0.6458438	0.9476	84.9756	N	62.2590
AKR1D1	-0.65	16.36	NA	25.37	46.4823	0.7750281	-0.4297	30.3324	N	52.5907
AKR1E2	0.62	83.36	NA	94.19	99.0431	0.6574264	0.9465	84.9462	N	98.0895
AKR7A2	0.71	85.68	NA	90.07	88.9546	0.9711673	1.4036	92.6882	N	99.0679
AKR7A3	1.89	97.3	NA	93.83	91.8031	0.999518	1.2439	90.5963	N	38.6557
AKR7L	NA	NA	NA	NA	77.4004	0.8802554	NA	NA	NA	NA
AKT1	-1	8.32	NA	8.43	3.3794	0.01525845	-1.0382	12.3949	N	2.7210
AKT1S1	-0.2	38.82	NA	NA	21.6095	0.2052099	NA	NA	NA	NA
