CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)	EdgeCase_EVS	OEratio%tile_EVS
FABP3	FABP3	FABP3	FABP3	FABP3	0.071486219	54.9863981	Y	56.73331727
TINAGL1	TINAGL1	TINAGL1	TINAGL1	TINAGL1	-0.463948146	21.72830931	N	23.63285955
HCRTR1	HCRTR1	HCRTR1	HCRTR1	HCRTR1	0.122395494	58.93963072	N	39.05083113
PEF1	PEF1	PEF1	PEF1	PEF1	0.009699407	50.29229612	N	65.20115635
BAI2	BAI2	BAI2	BAI2	BAI2	-1.374335407	4.121085837	N	15.34569983
SPOCD1	SPOCD1	SPOCD1	SPOCD1	SPOCD1	-0.322704383	28.08936737	N	81.8838834
PTP4A2	PTP4A2	PTP4A2	PTP4A2	PTP4A2	-0.013918082	48.39381837	Y	13.00289087
KHDRBS1	KHDRBS1	KHDRBS1	KHDRBS1	KHDRBS1	-0.449096955	22.33605371	Y	3.32450012
TMEM39B	TMEM39B	TMEM39B	TMEM39B	TMEM39B	-0.031491274	47.21884586	N	10.61190075
KPNA6	KPNA6	KPNA6	KPNA6	KPNA6	-0.43680723	22.88591769	Y	5.57094676
TXLNA	TXLNA	TXLNA	TXLNA	TXLNA	-0.137489868	39.60757076	N	38.40038545
CCDC28B	CCDC28B	CCDC28B	CCDC28B	CCDC28B	0.172852824	62.72501013	Y	91.18887015
IQCC	IQCC	IQCC	IQCC	IQCC	0.406704787	76.19957168	N	94.60370995
TMEM234	TMEM234	TMEM234	TMEM234	TMEM234	0.04243066	52.74063784	N	96.70561311
EIF3I	EIF3I	EIF3I	EIF3I	EIF3I	-0.500661427	20.13080975	Y	0.656468321
FAM167B	FAM167B	FAM167B	FAM167B	FAM167B	0.411041265	76.39636511	Unassessed	Unassessed
LCK	LCK	LCK	LCK	LCK	0.050084766	53.41783875	N	23.1992291
HDAC1	HDAC1	HDAC1	HDAC1	HDAC1	-0.42275828	23.41841755	N	2.818597928
MARCKSL1	MARCKSL1	MARCKSL1	MARCKSL1	MARCKSL1	0.005872186	49.93922556	Y	11.45507107
TSSK3	TSSK3	TSSK3	TSSK3	TSSK3	0.108195341	57.87463101	N	77.79450735
BSDC1	BSDC1	BSDC1	BSDC1	BSDC1	-0.266954701	31.4637958	N	63.87617442
ZBTB8OS	ZBTB8OS	ZBTB8OS	ZBTB8OS	ZBTB8OS	0.094952155	56.76911501	Y	21.92242833
RBBP4	RBBP4	RBBP4	RBBP4	RBBP4	-0.321544247	28.21670429	Y	2.150084317
YARS	YARS	YARS	YARS	YARS	-0.666533619	14.84053945	N	30.20958805
HPCA	HPCA	HPCA	HPCA	HPCA	-0.254973777	32.16414887	Y	5.878101662
TMEM54	TMEM54	TMEM54	TMEM54	TMEM54	0.353884195	73.67019737	N	91.71886292
RNF19B	RNF19B	RNF19B	RNF19B	RNF19B	-0.743480655	12.77999653	N	9.244760299
AK2	AK2	AK2	AK2	AK2	1.412189772	96.44614227	N	49.5603469
ADC	ADC	ADC	ADC	ADC	0.444220216	78.06332118	N	93.20645628
TRIM62	TRIM62	TRIM62	TRIM62	TRIM62	-0.098061234	42.21218962	N	39.6350277
ZNF362	ZNF362	ZNF362	ZNF362	ZNF362	-0.332721412	27.59738381	Y	8.47386172
PHC2	PHC2	PHC2	PHC2	PHC2	-0.654096722	15.24570238	N	64.11105758
CSMD2	CSMD2	CSMD2	CSMD2	CSMD2	-3.281807087	0.457255311	N	35.14815707
C1orf94	C1orf94	C1orf94	C1orf94	C1orf94	0.430170878	77.43821265	N	62.25608287
GJB5	GJB5	GJB5	GJB5	GJB5	0.420604183	76.84204434	N	81.40207179
GJB4	GJB4	GJB4	GJB4	GJB4	1.910522619	98.41407652	N	49.27125994
GJB3	GJB3	GJB3	GJB3	GJB3	0.771492772	88.59755745	N	83.1907974
ZMYM6	ZMYM6	ZMYM6	ZMYM6	ZMYM6	-0.291074804	29.95311686	N	73.47024813
SFPQ	SFPQ	SFPQ	SFPQ	SFPQ	-0.685368969	14.36592001	Unassessed	Unassessed
ZMYM4	ZMYM4	ZMYM4	ZMYM4	ZMYM4	-1.212099669	5.458123517	N	29.80607083
KIAA0319L	KIAA0319L	KIAA0319L	KIAA0319L	KIAA0319L	-1.197228081	5.608612606	N	31.60684172
NCDN	NCDN	NCDN	NCDN	NCDN	-1.588700427	2.870868785	N	2.993254637
TFAP2E	TFAP2E	TFAP2E	TFAP2E	TFAP2E	0.283635266	69.52017133	Unassessed	Unassessed
PSMB2	PSMB2	PSMB2	PSMB2	PSMB2	0.003958565	49.8061006	Y	35.09395326
C1orf216	C1orf216	C1orf216	C1orf216	C1orf216	0.530283168	81.66927129	N	45.91664659
CLSPN	CLSPN	CLSPN	CLSPN	CLSPN	0.690541937	86.68171558	N	90.58058299
EIF2C4	EIF2C4	AGO4	AGO4	AGO4	-1.012648026	7.692307692	N	62.00313178
EIF2C1	EIF2C1	AGO1	AGO1	AGO1	-1.195609276	5.625976732	N	3.866538184
EIF2C3	EIF2C3	AGO3	AGO3	AGO3	-0.46953715	21.46205939	N	15.6889906
TEKT2	TEKT2	TEKT2	TEKT2	TEKT2	1.110259425	94.06725705	N	88.70754035
ADPRHL2	ADPRHL2	ADPRHL2	ADPRHL2	ADPRHL2	-0.496832081	20.33339121	N	70.57937846
COL8A2	COL8A2	COL8A2	COL8A2	COL8A2	-0.233114996	33.52433872	Unassessed	Unassessed
TRAPPC3	TRAPPC3	TRAPPC3	TRAPPC3	TRAPPC3	0.055523327	53.73618105	Y	55.77571669
THRAP3	THRAP3	THRAP3	THRAP3	THRAP3	-0.941141259	8.83833999	N	31.20934715
FAM176B	EVA1B	EVA1B	EVA1B	EVA1B	0.547056981	82.31174394	Unassessed	Unassessed
STK40	STK40	STK40	STK40	STK40	-0.961079954	8.531573769	N	30.63117321
LSM10	LSM10	LSM10	LSM10	LSM10	-0.125507302	40.39474446	Y	4.800048181
OSCP1	OSCP1	OSCP1	OSCP1	OSCP1	-0.326978896	27.91572611	N	64.82775235
MRPS15	MRPS15	MRPS15	MRPS15	MRPS15	0.198231811	64.27620536	N	81.1370754
CSF3R	CSF3R	CSF3R	CSF3R	CSF3R	0.654617686	85.772993	N	28.48711154
GRIK3	GRIK3	GRIK3	GRIK3	GRIK3	-1.725415058	2.361521097	N	15.62876415
ZC3H12A	ZC3H12A	ZC3H12A	ZC3H12A	ZC3H12A	0.044646769	52.94321931	N	20.26017827
MEAF6	MEAF6	MEAF6	MEAF6	MEAF6	0.078989305	55.61150663	Y	4.233919537
SNIP1	SNIP1	SNIP1	SNIP1	SNIP1	0.489089088	80.05440759	N	71.91640569
DNALI1	DNALI1	DNALI1	DNALI1	DNALI1	-0.442395976	22.60809168	N	52.37894483
GNL2	GNL2	GNL2	GNL2	GNL2	-0.731042844	13.13306708	N	59.75668514
C1orf109	C1orf109	C1orf109	C1orf109	C1orf109	0.26384649	68.31047057	Y	80.09515779
CDCA8	CDCA8	CDCA8	CDCA8	CDCA8	0.098778904	57.07588123	Y	29.55311973
EPHA10	EPHA10	EPHA10	EPHA10	EPHA10	1.207331238	95.07437634	N	66.52011563
MANEAL	MANEAL	MANEAL	MANEAL	MANEAL	0.430976902	77.46136482	Y	63.01493616
SF3A3	SF3A3	SF3A3	SF3A3	SF3A3	-0.317715301	28.40770967	Y	2.180197543
UTP11L	UTP11L	UTP11L	UTP11L	UTP11L	-0.113219363	41.24558662	Y	61.81040713
RRAGC	RRAGC	RRAGC	RRAGC	RRAGC	-0.230550154	33.7153441	Y	6.540592628
MYCBP	MYCBP	MYCBP	MYCBP	MYCBP	0.325637024	72.06690976	N	Unassessed
GJA9	GJA9	GJA9	GJA9	GJA9	-0.007068709	48.91474214	N	58.65454107
AKIRIN1	AKIRIN1	AKIRIN1	AKIRIN1	AKIRIN1	-0.096452026	42.31637437	Unassessed	Unassessed
NDUFS5	NDUFS5	NDUFS5	NDUFS5	NDUFS5	-0.0579797	45.26827574	Y	64.61093712
MACF1	MACF1	MACF1	MACF1	MACF1	-3.521732718	0.370434682	N	41.3153457
PABPC4	PABPC4	PABPC4	PABPC4	PABPC4	-1.550220513	3.085026336	N	5.227655987
HEYL	HEYL	HEYL	HEYL	HEYL	0.523736129	81.40302136	N	89.06287642
NT5C1A	NT5C1A	NT5C1A	NT5C1A	NT5C1A	-0.417972557	23.58048272	N	59.10623946
HPCAL4	HPCAL4	HPCAL4	HPCAL4	HPCAL4	-0.10204113	42.00382011	Y	37.1536979
PPIE	PPIE	PPIE	PPIE	PPIE	0.016245619	50.75533947	Y	9.563960491
BMP8B	BMP8B	BMP8B	BMP8B	BMP8B	1.26210431	95.50847948	Unassessed	Unassessed
MFSD2A	MFSD2A	MFSD2A	MFSD2A	MFSD2A	-0.43202169	23.08849916	N	25.57215129
PPT1	PPT1	PPT1	PPT1	PPT1	-0.284831791	30.36985588	N	73.24741026
RLF	RLF	RLF	RLF	RLF	-0.615199817	16.33385426	N	44.67598169
ZMPSTE24	ZMPSTE24	ZMPSTE24	ZMPSTE24	ZMPSTE24	-0.819471332	11.19407305	N	33.08238979
COL9A2	COL9A2	COL9A2	COL9A2	COL9A2	1.118720025	94.16565376	N	26.91520116
SMAP2	SMAP2	SMAP2	SMAP2	SMAP2	-0.497789345	20.304451	N	41.60443267
ZNF643	ZFP69B	ZFP69B	ZFP69B	ZFP69B	0.719925571	87.43416102	N	Unassessed
DEM1	EXO5	EXO5	EXO5	EXO5	0.055674233	53.76512126	N	Unassessed
ZNF684	ZNF684	ZNF684	ZNF684	ZNF684	0.276132196	69.08028014	N	40.46615273
NFYC	NFYC	NFYC	NFYC	NFYC	-0.251145013	32.40145859	Y	8.058299205
KCNQ4	KCNQ4	KCNQ4	KCNQ4	KCNQ4	0.080247996	55.73305551	N	7.528306432
CTPS1	CTPS1	CTPS1	CTPS1	CTPS1	-0.594373051	16.88371824	N	19.42905324
SLFNL1	SLFNL1	SLFNL1	SLFNL1	SLFNL1	0.581190406	83.53302078	N	67.69453144
SCMH1	SCMH1	SCMH1	SCMH1	SCMH1	-0.167350159	37.57018001	N	23.76535775
EDN2	EDN2	EDN2	EDN2	EDN2	0.847338939	90.16032876	Y	85.90701036
HIVEP3	HIVEP3	HIVEP3	HIVEP3	HIVEP3	0.429900454	77.4034844	N	55.75162611
GUCA2B	GUCA2B	GUCA2B	GUCA2B	GUCA2B	0.147473793	60.82653238	Y	4.757889665
GUCA2A	GUCA2A	GUCA2A	GUCA2A	GUCA2A	0.654972172	85.79035712	Y	87.18381113
RIMKLA	RIMKLA	RIMKLA	RIMKLA	RIMKLA	-0.067244365	44.5852868	N	67.53794266
ZMYND12	ZMYND12	ZMYND12	ZMYND12	ZMYND12	0.162629888	61.97256468	N	66.78511202
PPIH	PPIH	PPIH	PPIH	PPIH	-0.087991978	42.95305898	Y	99.19296555
YBX1	YBX1	YBX1	YBX1	YBX1	-0.228635876	33.80216473	Y	81.98626837
CLDN19	CLDN19	CLDN19	CLDN19	CLDN19	0.162480005	61.94941251	N	98.69910865
LEPRE1	LEPRE1	LEPRE1	LEPRE1	LEPRE1	-0.014268792	48.31857383	N	64.79763912
C1orf50	C1orf50	C1orf50	C1orf50	C1orf50	0.200952107	64.44405857	N	99.84341123
CCDC23	CCDC23	CCDC23	CCDC23	CCDC23	0.075162561	55.29316432	N	Unassessed
ERMAP	ERMAP	ERMAP	ERMAP	ERMAP	1.176837334	94.81391445	N	69.86870634
ZNF691	ZNF691	ZNF691	ZNF691	ZNF691	-0.392745948	24.81333565	Y	56.6429776
SLC2A1	SLC2A1	SLC2A1	SLC2A1	SLC2A1	-0.782911829	11.91179024	N	4.788002891
EBNA1BP2	EBNA1BP2	EBNA1BP2	EBNA1BP2	EBNA1BP2	-0.081293491	43.49713492	N	36.66586365
WDR65	WDR65	WDR65	WDR65	WDR65	0.299900751	70.49835041	N	82.14887979
TMEM125	TMEM125	TMEM125	TMEM125	TMEM125	0.833287532	89.86513862	N	59.29294146
C1orf210	C1orf210	C1orf210	C1orf210	C1orf210	0.268480327	68.6056607	N	75.59021922
TIE1	TIE1	TIE1	TIE1	TIE1	-1.206373782	5.504427852	N	75.27704168
MPL	MPL	MPL	MPL	MPL	0.368232636	74.30688198	N	38.45458926
CDC20	CDC20	CDC20	CDC20	CDC20	-0.788500635	11.77866528	N	15.33967719
ELOVL1	ELOVL1	ELOVL1	ELOVL1	ELOVL1	-0.10763024	41.63338543	Y	33.05227656
MED8	MED8	MED8	MED8	MED8	0.006828994	50.02025815	Y	84.93134185
HYI	HYI	HYI	HYI	HYI	0.363300057	74.07536031	N	48.53649723
PTPRF	PTPRF	PTPRF	PTPRF	PTPRF	-3.47851728	0.399374891	N	20.98289569
KDM4A	KDM4A	KDM4A	KDM4A	KDM4A	-0.29011822	30.06308966	N	31.84774753
ST3GAL3	ST3GAL3	ST3GAL3	ST3GAL3	ST3GAL3	-0.403923475	24.17665104	N	31.56468321
IPO13	IPO13	IPO13	IPO13	IPO13	-0.923411499	9.168258378	N	12.966755
DPH2	DPH2	DPH2	DPH2	DPH2	-0.029577629	47.32881866	N	51.87906529
ATP6V0B	ATP6V0B	ATP6V0B	ATP6V0B	ATP6V0B	-0.277483031	30.77501881	Y	58.11852566
B4GALT2	B4GALT2	B4GALT2	B4GALT2	B4GALT2	-0.334481932	27.51635122	N	49.39773549
CCDC24	CCDC24	CCDC24	CCDC24	CCDC24	0.147623843	60.84968455	N	77.4150807
KLF17	KLF17	KLF17	KLF17	KLF17	0.2133882	65.27174857	N	78.0956396
DMAP1	DMAP1	DMAP1	DMAP1	DMAP1	-0.455487979	22.06401574	N	12.87641532
RNF220	RNF220	RNF220	RNF220	RNF220	-0.81755696	11.25195346	N	38.12334377
TMEM53	TMEM53	TMEM53	TMEM53	TMEM53	0.35116309	73.45025178	N	34.50975669
KIF2C	KIF2C	KIF2C	KIF2C	KIF2C	-0.694482425	14.12861029	N	23.53649723
RPS8	RPS8	RPS8	RPS8	RPS8	-0.269979946	31.27279042	Y	3.252228379
BEST4	BEST4	BEST4	BEST4	BEST4	-0.175157533	37.05504428	N	27.71019032
PLK3	PLK3	PLK3	PLK3	PLK3	-0.517274597	19.5577936	N	20.16381595
PTCH2	PTCH2	PTCH2	PTCH2	PTCH2	-0.411645595	23.80621636	N	37.79812093
EIF2B3	EIF2B3	EIF2B3	EIF2B3	EIF2B3	0.710509334	87.14475893	N	82.60660082
UROD	UROD	UROD	UROD	UROD	-0.09438571	42.50159171	N	81.52854734
HPDL	HPDL	HPDL	HPDL	HPDL	-0.139403663	39.45708167	N	39.0207179
MUTYH	MUTYH	MUTYH	MUTYH	MUTYH	-0.073487243	44.16854778	N	80.39629005
TOE1	TOE1	TOE1	TOE1	TOE1	0.55676724	82.68796666	N	54.73982173
PRDX1	PRDX1	PRDX1	PRDX1	PRDX1	-0.350599275	26.7407536	Y	49.04842207
AKR1A1	AKR1A1	AKR1A1	AKR1A1	AKR1A1	0.300554575	70.56201887	N	40.67092267
NASP	NASP	NASP	NASP	NASP	-0.452466161	22.16241246	N	48.24741026
GPBP1L1	GPBP1L1	GPBP1L1	GPBP1L1	GPBP1L1	-0.172134192	37.24026162	N	76.69838593
PIK3R3	PIK3R3	PIK3R3	PIK3R3	PIK3R3	-0.326021923	27.98518261	N	97.35003614
TSPAN1	TSPAN1	TSPAN1	TSPAN1	TSPAN1	0.265759477	68.41465532	Y	77.18019754
POMGNT1	POMGNT1	POMGNT1	POMGNT1	POMGNT1	-0.51712528	19.56358164	N	37.7138039
RAD54L	RAD54L	RAD54L	RAD54L	RAD54L	-0.12968435	40.12849453	N	83.21488798
LRRC41	LRRC41	LRRC41	LRRC41	LRRC41	-0.864339828	10.29692655	N	29.54709709
NSUN4	NSUN4	NSUN4	NSUN4	NSUN4	0.339026533	72.81356717	N	69.2905324
FAAH	FAAH	FAAH	FAAH	FAAH	-0.497635687	20.31602709	N	49.75307155
DMBX1	DMBX1	DMBX1	DMBX1	DMBX1	0.279002038	69.25970944	N	31.14309805
MKNK1	MKNK1	MKNK1	MKNK1	MKNK1	-0.160955729	37.95219077	N	75.07227174
MOB3C	MOB3C	MOB3C	MOB3C	MOB3C	0.033165214	52.10395323	N	93.21247892
ATPAF1	ATPAF1	ATPAF1	ATPAF1	ATPAF1	-0.025096816	47.5834925	Y	18.5437244
CYP4B1	CYP4B1	CYP4B1	CYP4B1	CYP4B1	1.89566188	98.39092435	N	79.60732354
CYP4A11	CYP4A11	CYP4A11	CYP4A11	CYP4A11	0.888979319	90.91277421	N	65.49024331
CYP4X1	CYP4X1	CYP4X1	CYP4X1	CYP4X1	0.031402963	51.9476761	N	61.1659841
CYP4Z1	CYP4Z1	CYP4Z1	CYP4Z1	CYP4Z1	0.882280274	90.76807316	N	96.75981691
PDZK1IP1	PDZK1IP1	PDZK1IP1	PDZK1IP1	PDZK1IP1	0.488942276	80.04283151	Y	55.43242592
TAL1	TAL1	TAL1	TAL1	TAL1	0.17380942	62.79446663	Unassessed	Unassessed
STIL	STIL	STIL	STIL	STIL	-0.261722107	31.7126816	N	69.65791376
CMPK1	CMPK1	CMPK1	CMPK1	CMPK1	0.266567586	68.44359553	Y	69.76632137
SPATA6	SPATA6	SPATA6	SPATA6	SPATA6	-0.194643158	35.86849569	N	80.16140689
BEND5	BEND5	BEND5	BEND5	BEND5	-0.545680331	18.36545697	N	11.76222597
ELAVL4	ELAVL4	ELAVL4	ELAVL4	ELAVL4	-0.27924293	30.68241014	Y	44.68200434
FAF1	FAF1	FAF1	FAF1	FAF1	-0.848527708	10.5805406	N	14.74343532
CDKN2C	CDKN2C	CDKN2C	CDKN2C	CDKN2C	-0.027010532	47.48509579	Y	92.76078053
RNF11	RNF11	RNF11	RNF11	RNF11	-0.073942787	44.13960757	Y	3.047458444
EPS15	EPS15	EPS15	EPS15	EPS15	-0.175659207	37.02610407	N	44.86268369
OSBPL9	OSBPL9	OSBPL9	OSBPL9	OSBPL9	-0.488218838	20.65752156	N	65.32160925
NRD1	NRD1	NRD1	NRD1	NRD1	-1.573405307	2.94611333	N	35.99132739
RAB3B	RAB3B	RAB3B	RAB3B	RAB3B	-0.160151469	38.02743532	Y	21.74174898
TXNDC12	TXNDC12	TXNDC12	TXNDC12	TXNDC12	0.094952155	56.76911501	N	73.75331245
KTI12	KTI12	KTI12	KTI12	KTI12	0.242443541	67.04288939	N	63.72560829
ZFYVE9	ZFYVE9	ZFYVE9	ZFYVE9	ZFYVE9	0.225179156	65.94316143	N	65.37581306
ORC1	ORC1	ORC1	ORC1	ORC1	-0.367870323	25.95936795	N	69.48927969
PRPF38A	PRPF38A	PRPF38A	PRPF38A	PRPF38A	-0.409666664	23.96249349	Y	2.089857866
GPX7	GPX7	GPX7	GPX7	GPX7	0.330418352	72.31579557	Y	43.05589015
SELRC1	SELRC1	SELRC1	SELRC1	SELRC1	0.234790597	66.51038954	Y	92.58010118
ECHDC2	ECHDC2	ECHDC2	ECHDC2	ECHDC2	0.444070097	78.05753314	N	95.51312937
SCP2	SCP2	SCP2	SCP2	SCP2	-0.71346748	13.57295827	N	22.09106239
PODN	PODN	PODN	PODN	PODN	0.024051489	51.38044799	N	33.78703927
SLC1A7	SLC1A7	SLC1A7	SLC1A7	SLC1A7	0.375888247	74.73519708	N	68.54974705
CPT2	CPT2	CPT2	CPT2	CPT2	0.427452644	77.24720727	N	60.37099494
C1orf123	C1orf123	C1orf123	C1orf123	C1orf123	-0.161108498	37.92903861	Y	37.41869429
MAGOH	MAGOH	MAGOH	MAGOH	MAGOH	0.030143764	51.8087631	N	Unassessed
LRP8	LRP8	LRP8	LRP8	LRP8	-0.314540604	28.57556289	N	39.00264996
DMRTB1	DMRTB1	DMRTB1	DMRTB1	DMRTB1	0.234790597	66.51038954	Unassessed	Unassessed
GLIS1	GLIS1	GLIS1	GLIS1	GLIS1	0.346833134	73.23609423	N	75.93351
TMEM48	TMEM48	NDC1	NDC1	NDC1	-0.578256721	17.40464201	N	89.56877861
YIPF1	YIPF1	YIPF1	YIPF1	YIPF1	0.283635266	69.52017133	N	91.72488557
LRRC42	LRRC42	LRRC42	LRRC42	LRRC42	-0.241574879	32.93395844	N	73.40399904
TMEM59	TMEM59	TMEM59	TMEM59	TMEM59	-0.081293491	43.49713492	N	89.94218261
TCEANC2	TCEANC2	TCEANC2	TCEANC2	TCEANC2	-0.054152096	45.51716154	Y	76.37316309
CDCP2	CDCP2	CDCP2	CDCP2	CDCP2	0.793195884	89.0606008	N	84.90725126
MRPL37	MRPL37	MRPL37	MRPL37	MRPL37	-0.658073323	15.10678937	N	43.57986027
SSBP3	SSBP3	SSBP3	SSBP3	SSBP3	-0.227678773	33.88319731	N	5.089135148
ACOT11	ACOT11	ACOT11	ACOT11	ACOT11	0.584216026	83.65456966	N	87.55119248
FAM151A	FAM151A	FAM151A	FAM151A	FAM151A	1.422864858	96.50981073	N	77.1741749
TTC4	TTC4	TTC4	TTC4	TTC4	0.096059501	56.83857151	N	53.39074922
PARS2	PARS2	PARS2	PARS2	PARS2	-0.127116299	40.27319558	N	76.15032522
C1orf177	C1orf177	C1orf177	C1orf177	C1orf177	0.841893045	90.05035596	N	78.99301373
DHCR24	DHCR24	DHCR24	DHCR24	DHCR24	-0.575538078	17.49146264	N	14.88195616
TMEM61	TMEM61	TMEM61	TMEM61	TMEM61	0.311734573	71.17555131	N	50.34329077
BSND	BSND	BSND	BSND	BSND	0.666445828	86.11448747	N	35.66610455
PCSK9	PCSK9	PCSK9	PCSK9	PCSK9	1.723045673	97.97418533	N	64.24957841
PPAP2B	PPAP2B	PPAP2B	PPAP2B	PPAP2B	-0.241727755	32.9281704	Y	39.30980487
PRKAA2	PRKAA2	PRKAA2	PRKAA2	PRKAA2	-0.524930204	19.22208717	N	22.45844375
C8A	C8A	C8A	C8A	C8A	0.814902524	89.44261156	N	66.64056854
DAB1	DAB1	DAB1	DAB1	DAB1	-0.262170161	31.70110552	N	32.76318959
OMA1	OMA1	OMA1	OMA1	OMA1	0.662769054	86.01030271	N	73.09684413
TACSTD2	TACSTD2	TACSTD2	TACSTD2	TACSTD2	0.047214459	53.18052903	N	98.48831607
JUN	JUN	JUN	JUN	JUN	-0.226721694	33.94107773	Y	19.27246447
FGGY	FGGY	FGGY	FGGY	FGGY	0.69948087	86.878509	N	80.48060708
HOOK1	HOOK1	HOOK1	HOOK1	HOOK1	-0.943201879	8.820975864	N	63.08118526
CYP2J2	CYP2J2	CYP2J2	CYP2J2	CYP2J2	0.503288375	80.58111941	N	38.9544688
C1orf87	C1orf87	C1orf87	C1orf87	C1orf87	1.037136038	93.22799097	N	78.84847025
NFIA	NFIA	NFIA	NFIA	NFIA	-0.389874437	24.9580367	N	2.740303541
INADL	INADL	INADL	INADL	INADL	1.251172472	95.43323494	N	79.68561792
KANK4	KANK4	KANK4	KANK4	KANK4	0.890258742	90.93592638	N	73.03059504
USP1	USP1	USP1	USP1	USP1	-0.591349706	17.00526712	N	61.21416526
ANGPTL3	ANGPTL3	ANGPTL3	ANGPTL3	ANGPTL3	0.047365707	53.22683336	N	80.85401108
ATG4C	ATG4C	ATG4C	ATG4C	ATG4C	0.456356165	78.6189732	N	69.72416285
PGM1	PGM1	PGM1	PGM1	PGM1	-0.079076712	43.71129247	N	42.05010841
ROR1	ROR1	ROR1	ROR1	ROR1	-0.70294221	13.8392082	N	25.186702
UBE2U	UBE2U	UBE2U	UBE2U	UBE2U	0.195362073	64.12571627	N	38.80390267
CACHD1	CACHD1	CACHD1	CACHD1	CACHD1	-0.393913783	24.68599873	N	31.67309082
AK4	AK4	AK4	AK4	AK4	-0.08703502	43.03409157	Y	31.72127198
LEPROT	LEPROT	LEPROT	LEPROT	LEPROT	0.070529515	54.92272964	Y	63.99662732
LEPR	LEPR	LEPR	LEPR	LEPR	-1.0845293	6.719916652	N	73.77740304
PDE4B	PDE4B	PDE4B	PDE4B	PDE4B	-0.96938953	8.386872721	N	21.01903156
TCTEX1D1	TCTEX1D1	TCTEX1D1	TCTEX1D1	TCTEX1D1	0.149386991	60.95386931	N	91.0623946
INSL5	INSL5	INSL5	INSL5	INSL5	0.663431417	86.02766684	Y	99.77113948
WDR78	WDR78	WDR78	WDR78	WDR78	0.016700113	50.79585576	N	51.3611178
SLC35D1	SLC35D1	SLC35D1	SLC35D1	SLC35D1	-0.367365256	26.00567228	N	58.1907974
IL23R	IL23R	IL23R	IL23R	IL23R	0.094297141	56.72281067	N	75.70464948
IL12RB2	IL12RB2	IL12RB2	IL12RB2	IL12RB2	0.439741618	77.8723158	N	54.18573838
SERBP1	SERBP1	SERBP1	SERBP1	SERBP1	-0.595330347	16.85477803	Y	8.305227656
GADD45A	GADD45A	GADD45A	GADD45A	GADD45A	-0.163022609	37.81906581	Y	8.88340159
DIRAS3	DIRAS3	DIRAS3	DIRAS3	DIRAS3	-0.357145068	26.46871563	Y	64.04480848
WLS	WLS	WLS	WLS	WLS	-0.228330922	33.84268102	N	36.37677668
RPE65	RPE65	RPE65	RPE65	RPE65	-0.479758918	21.01638016	N	36.79836184
DEPDC1	DEPDC1	DEPDC1	DEPDC1	DEPDC1	-0.898988059	9.608149563	N	94.62177788
LRRC7	LRRC7	LRRC7	LRRC7	LRRC7	-2.13156432	1.400706141	N	11.69597687
LRRC40	LRRC40	LRRC40	LRRC40	LRRC40	0.840130127	90.01562771	N	93.69429053
SRSF11	SRSF11	SRSF11	SRSF11	SRSF11	-0.595330347	16.85477803	Y	5.317995664
ANKRD13C	ANKRD13C	ANKRD13C	ANKRD13C	ANKRD13C	-0.691914915	14.19227875	N	25.25897374
HHLA3	HHLA3	HHLA3	HHLA3	HHLA3	0.14651721	60.7454998	Y	21.72970369
CTH	CTH	CTH	CTH	CTH	0.164543267	62.12884181	N	93.64008673
PTGER3	PTGER3	PTGER3	PTGER3	PTGER3	0.226480797	66.06471031	N	31.89592869
ZRANB2	ZRANB2	ZRANB2	ZRANB2	ZRANB2	-0.529716584	19.0195057	N	28.71597205
NEGR1	NEGR1	NEGR1	NEGR1	NEGR1	-0.308297979	28.9923019	N	44.77234401
TNNI3K	TNNI3K	TNNI3K	TNNI3K	TNNI3K	-0.228987981	33.77901256	N	95.97687304
CRYZ	CRYZ	CRYZ	CRYZ	CRYZ	0.33806995	72.74989871	N	55.55287882
TYW3	TYW3	TYW3	TYW3	TYW3	0.091275867	56.54338137	N	71.94651891
SLC44A5	SLC44A5	SLC44A5	SLC44A5	SLC44A5	-0.682345388	14.45274064	N	29.57721031
ACADM	ACADM	ACADM	ACADM	ACADM	-0.160955729	37.95219077	N	53.55336064
RABGGTB	RABGGTB	RABGGTB	RABGGTB	RABGGTB	-0.455642657	22.04665162	Y	21.69356781
MSH4	MSH4	MSH4	MSH4	MSH4	-0.832267074	10.93361116	N	76.08407613
ASB17	ASB17	ASB17	ASB17	ASB17	-0.051281473	45.6908028	Y	57.13081185
ST6GALNAC3	ST6GALNAC3	ST6GALNAC3	ST6GALNAC3	ST6GALNAC3	0.002196401	49.64982346	N	61.86461094
ST6GALNAC5	ST6GALNAC5	ST6GALNAC5	ST6GALNAC5	ST6GALNAC5	-0.314843927	28.5639868	Y	49.28330523
PIGK	PIGK	PIGK	PIGK	PIGK	-0.58686987	17.17890838	N	26.38520838
AK5	AK5	AK5	AK5	AK5	-0.923562311	9.156682294	N	20.62153698
ZZZ3	ZZZ3	ZZZ3	ZZZ3	ZZZ3	-0.482478742	20.87746715	N	52.46326186
USP33	USP33	USP33	USP33	USP33	-0.757378711	12.45007814	N	17.54396531
FAM73A	FAM73A	FAM73A	FAM73A	FAM73A	-0.68521557	14.38328413	N	72.31390026
